Air Quality,Water Quality,Earthquake Risk,Forest Fire Risk,Flooding Risk,Pollution Risk,Insurance Cost,Company
15,2,14,41,57,75,2689,Belairdirect
62,44,82,84,34,49,1456,The Co-operators
88,41,100,25,10,23,1915,Allstate
87,41,92,56,10,58,2455,Intact Insurance
11,34,87,36,45,79,3039,The Personal
90,69,27,36,67,83,1346,The Co-operators
14,59,43,99,6,86,1704,The Co-operators
25,43,1,95,71,80,3166,Economical Insurance
24,98,82,70,89,51,3373,Economical Insurance
40,67,57,84,87,30,2192,Allstate
82,6,22,10,2,28,1286,Intact Insurance
81,54,22,14,54,96,1807,Economical Insurance
47,2,33,22,29,30,2353,Johnson Insurance
43,4,63,42,44,92,2954,The Co-operators
74,66,95,66,81,1,1653,Economical Insurance
28,92,6,78,66,18,3026,Johnson Insurance
55,58,88,96,63,70,2776,The Co-operators
93,85,73,3,94,49,2914,Allstate
20,52,10,64,94,79,1877,Intact Insurance
48,33,16,71,11,77,2779,Allstate
89,88,28,51,89,67,3544,The Co-operators
25,0,46,20,37,26,2114,Economical Insurance
86,36,9,82,48,77,1671,Economical Insurance
33,44,93,6,47,91,3110,Economical Insurance
89,73,68,68,67,6,1609,The Co-operators
74,59,5,4,81,39,1498,The Personal
63,69,2,22,59,63,1812,Belairdirect
57,78,23,66,54,54,1170,Belairdirect
26,33,86,15,37,13,1255,Economical Insurance
42,81,74,70,44,76,1334,The Co-operators
59,93,13,43,79,71,1654,Allstate
19,62,50,67,3,27,3051,Economical Insurance
86,12,76,26,4,36,1568,The Co-operators
84,48,75,12,76,66,2204,Belairdirect
46,38,6,7,89,46,2539,The Co-operators
93,11,70,56,31,91,1470,Belairdirect
91,68,63,100,99,46,2015,Allstate
92,99,98,24,79,95,2691,Intact Insurance
71,31,34,66,63,24,1646,Allstate
74,58,49,39,72,58,1867,Belairdirect
43,51,63,39,70,59,3421,Allstate
29,75,36,92,28,18,2214,Economical Insurance
65,95,38,56,80,99,2185,The Personal
35,90,8,27,24,34,2761,The Personal
96,44,31,99,10,12,1348,Belairdirect
38,65,32,41,75,83,1247,Allstate
73,92,17,53,91,8,2710,Economical Insurance
18,28,67,62,75,28,2156,Intact Insurance
48,87,77,80,45,63,1852,Belairdirect
100,57,82,11,35,19,2804,Johnson Insurance
85,86,16,64,34,18,2264,Intact Insurance
98,63,57,19,96,36,2928,Belairdirect
53,19,35,36,60,100,1684,Johnson Insurance
6,19,61,40,73,47,2824,Johnson Insurance
1,2,51,33,28,16,3223,The Personal
80,97,90,52,43,24,1465,The Co-operators
28,66,12,60,21,10,2511,The Personal
27,86,44,81,53,88,1376,The Co-operators
17,90,99,53,31,50,1357,Belairdirect
17,25,84,77,91,21,1307,Intact Insurance
60,93,70,70,12,35,1230,Belairdirect
61,61,45,91,22,13,3322,Intact Insurance
45,26,21,89,74,35,3120,The Co-operators
90,59,7,27,12,82,1218,Allstate
26,35,19,16,0,71,2362,Allstate
73,93,97,43,12,39,1658,Intact Insurance
15,20,27,49,88,55,2096,Intact Insurance
37,20,44,24,62,87,1492,The Co-operators
91,14,72,65,32,90,2286,Economical Insurance
30,62,90,98,5,41,3089,The Co-operators
59,86,55,23,63,90,1570,Johnson Insurance
48,87,60,93,55,86,2410,The Co-operators
93,9,83,29,42,36,3200,Allstate
48,50,75,74,45,40,1967,Intact Insurance
75,56,55,18,61,25,2839,Belairdirect
70,15,52,53,51,11,1439,Intact Insurance
74,66,87,42,60,20,2705,The Personal
6,45,75,54,4,42,1682,Intact Insurance
93,3,54,69,50,29,2059,Intact Insurance
59,29,99,57,9,25,1749,Allstate
88,3,63,15,4,92,1397,Intact Insurance
95,61,62,52,61,92,1149,Allstate
99,20,77,92,19,64,2615,Belairdirect
56,78,8,52,7,61,3238,Intact Insurance
67,65,22,50,85,89,2638,The Co-operators
66,31,70,75,7,5,2262,The Personal
56,15,84,45,28,31,2129,Intact Insurance
85,85,89,67,66,21,2955,Economical Insurance
85,80,13,85,84,52,1239,Belairdirect
31,3,38,94,96,20,2044,The Co-operators
52,2,11,1,51,40,2162,Johnson Insurance
87,15,22,3,67,36,3368,Belairdirect
9,99,12,11,43,66,1459,Belairdirect
36,1,10,11,88,22,2806,Belairdirect
79,24,55,6,89,83,3512,The Co-operators
93,80,57,98,34,62,3270,The Personal
45,10,92,12,2,73,1129,Economical Insurance
91,34,16,4,63,96,2752,Allstate
9,59,85,10,74,6,1115,The Personal
12,19,14,77,54,91,2607,Intact Insurance
9,42,20,63,74,11,1748,The Personal
42,40,80,75,68,79,3177,Johnson Insurance
83,55,25,2,43,67,2178,The Co-operators
31,80,28,78,50,39,1969,Belairdirect
75,73,100,65,29,93,1499,Allstate
47,25,82,33,15,71,1058,Allstate
30,15,11,14,28,0,2578,The Co-operators
21,41,78,51,66,42,1684,Belairdirect
65,16,57,92,33,32,1491,Intact Insurance
88,53,18,14,31,78,1133,Economical Insurance
59,96,75,1,49,74,3230,Intact Insurance
85,78,10,36,10,88,3279,Belairdirect
26,37,18,57,43,13,2223,Johnson Insurance
11,48,80,34,5,82,3279,Allstate
99,13,91,98,51,47,2079,Economical Insurance
3,89,43,76,48,9,3080,The Co-operators
15,61,72,70,97,46,3295,Economical Insurance
45,66,26,72,45,31,3394,Intact Insurance
24,46,67,99,78,39,1409,Intact Insurance
13,5,45,26,80,40,3472,The Co-operators
79,11,33,74,7,45,2757,The Co-operators
12,80,67,70,43,94,1677,The Co-operators
25,4,86,3,16,93,2970,Economical Insurance
62,46,50,47,67,41,1631,The Co-operators
28,8,65,69,10,6,2421,The Co-operators
80,15,51,96,65,36,2643,Economical Insurance
86,1,75,42,63,69,1226,Intact Insurance
2,29,84,41,77,5,2654,The Personal
30,22,9,80,0,12,3110,Johnson Insurance
69,65,14,64,39,85,1400,Belairdirect
37,40,71,40,85,97,2733,Belairdirect
95,50,85,60,57,39,2808,Johnson Insurance
56,78,60,28,89,4,2196,Economical Insurance
80,75,26,6,63,98,1635,The Personal
27,38,3,18,16,1,1458,Economical Insurance
95,100,87,70,67,3,2576,Belairdirect
62,62,84,90,5,93,1111,The Personal
4,58,4,64,61,45,1849,Johnson Insurance
34,96,74,63,87,52,1305,The Co-operators
29,24,23,73,29,64,2721,The Co-operators
32,86,78,94,27,44,1685,Allstate
97,39,15,47,28,76,1285,Johnson Insurance
31,66,73,17,17,84,3187,Allstate
54,70,88,97,89,81,2114,The Co-operators
2,53,75,60,49,8,2421,Belairdirect
7,13,26,25,2,87,2573,Intact Insurance
2,53,19,66,66,42,2855,Economical Insurance
58,32,33,94,74,6,2763,Intact Insurance
51,11,34,16,8,40,1631,Allstate
36,24,1,40,32,93,1155,Johnson Insurance
77,54,36,47,68,53,1729,Johnson Insurance
48,39,77,19,16,7,2196,The Personal
99,27,36,93,16,2,1767,Intact Insurance
65,42,3,20,46,83,3099,Intact Insurance
51,29,40,72,68,0,3336,Johnson Insurance
42,52,63,71,61,8,3108,Johnson Insurance
31,16,7,33,35,16,1715,Allstate
12,71,72,59,64,50,3429,The Co-operators
45,31,82,10,4,16,2037,The Personal
80,77,53,73,15,4,2958,Belairdirect
66,8,43,34,62,89,1608,Belairdirect
23,94,14,86,10,2,3002,Economical Insurance
82,66,32,86,93,77,2409,The Personal
54,9,64,21,88,91,2940,Intact Insurance
25,25,77,43,89,68,1147,Economical Insurance
71,39,41,11,71,98,2008,Economical Insurance
96,77,30,29,8,27,3432,Johnson Insurance
80,81,80,3,18,8,3088,Intact Insurance
25,72,69,17,21,97,1921,Economical Insurance
49,11,60,60,74,65,2465,Allstate
80,35,11,27,53,81,2164,Intact Insurance
57,44,98,11,16,80,2369,Allstate
34,96,68,18,48,51,2890,The Co-operators
14,61,58,30,85,86,3356,Belairdirect
6,79,50,72,58,77,1178,The Personal
33,77,20,11,51,89,2483,Intact Insurance
0,59,35,75,91,37,3167,The Co-operators
22,70,93,65,48,65,3239,Johnson Insurance
100,80,1,39,42,61,3253,Intact Insurance
89,67,32,31,59,14,2645,Economical Insurance
77,84,7,81,16,80,1822,Economical Insurance
10,20,26,79,58,64,2235,Belairdirect
11,94,40,37,11,40,2120,Johnson Insurance
1,41,82,14,80,55,1377,Intact Insurance
33,51,91,85,59,83,1620,The Co-operators
71,34,22,77,64,84,2586,Allstate
44,65,85,53,55,68,2899,The Personal
94,18,73,32,45,50,2702,Economical Insurance
8,33,11,74,6,73,1123,Johnson Insurance
89,0,55,59,45,32,1015,Johnson Insurance
75,11,27,26,39,82,1042,Belairdirect
2,23,4,18,43,98,1692,Intact Insurance
15,40,94,29,80,81,1528,Intact Insurance
36,74,97,47,30,20,2400,Economical Insurance
27,21,64,96,78,47,2914,Johnson Insurance
79,6,53,6,83,55,2366,Belairdirect
60,29,16,1,8,76,2945,The Co-operators
25,98,81,95,100,40,3235,Economical Insurance
90,91,0,68,38,84,2175,Allstate
61,23,35,31,91,50,3171,The Personal
67,25,27,72,68,49,2147,Belairdirect
73,32,100,85,23,48,3085,The Co-operators
25,94,91,9,80,46,1699,Economical Insurance
60,76,32,10,11,33,1280,The Co-operators
84,22,92,20,0,86,2660,The Personal
96,69,79,94,96,25,2083,Johnson Insurance
69,63,85,97,78,40,2581,Johnson Insurance
26,77,78,16,27,24,3440,Economical Insurance
39,49,97,36,66,72,1839,Intact Insurance
57,32,89,48,95,72,1372,Allstate
47,5,98,45,69,62,1431,The Co-operators
0,42,5,88,81,19,3403,Intact Insurance
7,81,3,26,60,43,2452,The Personal
9,9,85,76,44,78,1535,Intact Insurance
92,74,18,43,86,49,2908,Belairdirect
67,70,60,3,18,28,1141,Johnson Insurance
33,62,57,87,88,47,3357,Economical Insurance
64,46,67,89,65,99,2291,Belairdirect
46,86,28,66,34,40,1510,Economical Insurance
37,34,97,7,58,37,2869,The Personal
93,14,72,22,99,36,1538,Allstate
62,18,3,61,92,29,1244,Economical Insurance
71,17,80,43,6,80,3113,The Personal
67,48,48,51,95,74,3482,Allstate
2,9,24,96,11,44,2843,Intact Insurance
78,36,49,77,52,92,1755,The Personal
16,61,38,89,51,91,1106,Intact Insurance
33,3,32,24,83,56,1168,Belairdirect
33,37,6,98,55,28,1471,Intact Insurance
91,55,87,80,17,98,3253,The Personal
21,28,99,32,31,22,1234,Johnson Insurance
15,22,13,22,16,77,1294,Johnson Insurance
95,47,22,39,59,21,1982,Economical Insurance
83,48,55,63,53,98,1530,Economical Insurance
55,64,73,56,75,20,3560,Intact Insurance
44,34,49,48,27,47,2099,Allstate
11,31,47,47,54,34,3297,Economical Insurance
24,9,31,42,96,29,1737,Economical Insurance
4,50,22,58,53,47,3105,Economical Insurance
73,27,51,62,59,10,1029,Allstate
88,79,85,20,65,95,2899,Allstate
85,90,73,41,9,21,2520,The Co-operators
30,82,82,35,21,99,1421,The Co-operators
37,31,53,30,4,27,2581,Economical Insurance
80,71,50,62,61,19,2420,The Personal
71,94,40,4,54,41,1572,Belairdirect
16,52,73,90,63,71,2250,Economical Insurance
38,38,63,44,91,39,3389,Economical Insurance
46,84,72,16,11,72,3118,Allstate
38,31,76,66,61,1,1500,The Co-operators
96,52,2,47,38,82,1252,Intact Insurance
42,14,54,69,62,41,3371,The Personal
26,45,6,41,49,46,2766,The Co-operators
15,5,98,64,39,76,1865,Belairdirect
10,76,42,21,1,20,1401,Johnson Insurance
97,34,23,32,30,92,1510,Allstate
18,98,40,47,25,28,2070,Allstate
52,5,32,64,57,38,3166,Johnson Insurance
96,98,18,99,17,88,2096,The Personal
11,12,32,42,34,20,2502,The Personal
100,47,22,62,40,39,1576,Johnson Insurance
95,79,49,1,58,42,1895,Intact Insurance
46,84,64,69,75,15,2019,Johnson Insurance
6,32,55,72,14,63,1616,Belairdirect
36,89,83,78,26,25,3246,The Co-operators
83,16,73,18,38,53,1660,Allstate
94,15,35,97,93,23,1879,Intact Insurance
26,38,97,73,87,86,3105,Allstate
82,47,16,19,51,41,3154,The Personal
3,0,82,85,56,99,2586,Intact Insurance
86,100,10,30,68,99,2858,Intact Insurance
44,35,64,2,45,55,3332,The Co-operators
58,77,34,48,25,53,1034,Economical Insurance
93,28,59,44,60,88,1912,Allstate
63,100,60,33,19,26,2977,The Co-operators
100,75,51,59,77,36,3354,Intact Insurance
98,42,66,87,77,89,2904,Allstate
25,51,73,51,30,1,2672,Johnson Insurance
77,26,70,60,64,5,1180,Belairdirect
36,62,81,50,100,57,1714,The Personal
84,0,41,33,52,86,1697,Economical Insurance
1,26,76,68,0,97,1504,Allstate
68,37,28,84,22,95,3378,The Co-operators
31,61,3,52,37,63,2542,Economical Insurance
60,65,22,87,7,63,1227,Intact Insurance
62,88,64,38,87,63,1906,The Co-operators
57,59,1,61,9,25,2097,The Personal
11,1,81,74,19,68,2548,Johnson Insurance
61,9,4,40,48,58,3436,Johnson Insurance
64,74,61,39,67,96,3152,Economical Insurance
38,39,27,10,90,24,1898,The Co-operators
8,73,39,54,51,31,2120,Johnson Insurance
3,33,3,35,65,18,2416,The Co-operators
3,31,37,17,18,38,2268,Intact Insurance
51,14,32,39,8,72,1946,Allstate
31,81,73,44,33,44,1721,Intact Insurance
25,99,48,10,95,95,2265,The Personal
43,2,38,50,43,81,1002,The Personal
11,86,66,76,69,72,1792,Economical Insurance
59,68,1,5,26,46,3497,The Co-operators
36,69,22,73,7,88,1068,Johnson Insurance
21,18,37,34,48,87,1849,The Co-operators
95,80,10,11,61,9,2341,Economical Insurance
49,91,70,38,12,56,1709,Intact Insurance
0,70,61,72,85,57,2982,Intact Insurance
92,59,19,24,55,29,3220,Economical Insurance
37,85,75,76,54,78,3175,Allstate
59,8,98,64,54,10,1458,The Co-operators
4,30,3,27,32,17,2972,Belairdirect
65,52,85,93,13,46,2828,Belairdirect
91,8,17,66,17,22,2895,The Co-operators
10,44,81,22,62,80,3123,The Personal
44,52,24,11,63,39,2620,Belairdirect
61,74,82,71,13,88,3253,Economical Insurance
61,99,76,93,79,43,2634,Johnson Insurance
40,74,95,56,22,94,1895,Economical Insurance
48,93,59,97,13,90,2360,Belairdirect
53,6,63,52,17,14,1885,The Co-operators
34,73,37,58,87,25,1304,The Personal
75,23,61,17,69,11,1065,The Co-operators
15,86,38,53,81,43,3259,Economical Insurance
27,31,57,32,74,99,3040,Intact Insurance
24,9,69,29,74,83,3320,Economical Insurance
65,76,53,17,6,84,1481,Belairdirect
1,49,80,73,4,26,2112,Intact Insurance
52,79,54,86,22,39,3285,The Co-operators
18,48,68,89,2,68,1361,The Co-operators
61,12,15,1,74,89,2526,Johnson Insurance
93,56,81,29,63,41,2166,Economical Insurance
50,98,13,35,87,17,2997,The Personal
4,4,77,56,92,100,1746,Johnson Insurance
39,13,33,1,91,94,2702,Allstate
13,45,91,17,24,20,1762,Intact Insurance
21,20,60,48,79,21,1429,Belairdirect
47,9,50,70,29,71,1353,Intact Insurance
53,73,35,28,14,62,2759,Johnson Insurance
46,73,65,86,69,80,2077,Belairdirect
47,12,18,82,64,7,1120,The Personal
17,98,3,15,29,1,1832,The Co-operators
69,68,38,45,32,2,2371,Allstate
14,77,6,29,4,20,2288,Allstate
32,79,51,89,27,98,1154,Belairdirect
89,44,1,60,15,65,2090,Johnson Insurance
61,84,99,92,91,0,1699,The Co-operators
99,43,32,61,88,46,1523,Belairdirect
63,19,77,10,92,27,3142,Intact Insurance
60,79,38,45,4,83,3509,Johnson Insurance
93,9,68,12,37,18,3093,The Co-operators
39,90,92,75,20,38,3424,Allstate
21,28,13,30,65,3,1376,The Personal
53,14,66,95,49,94,2083,Economical Insurance
61,44,66,0,54,41,1363,Economical Insurance
53,64,37,69,0,93,1539,Intact Insurance
72,72,48,5,25,61,1924,Intact Insurance
25,73,40,56,87,41,1427,Johnson Insurance
64,91,12,12,89,44,3564,The Co-operators
1,46,94,65,54,51,2242,Allstate
29,78,69,22,23,81,1375,Economical Insurance
69,65,95,16,49,97,3586,Intact Insurance
78,52,60,52,43,76,1911,Belairdirect
35,80,57,72,56,53,2724,The Personal
53,84,17,39,2,92,1671,The Personal
54,62,58,8,71,33,1767,Intact Insurance
0,29,73,11,5,8,1621,Economical Insurance
96,41,97,14,55,84,2681,Belairdirect
48,30,34,94,19,89,1838,Intact Insurance
13,57,100,99,63,14,2215,Allstate
90,47,99,40,3,23,2994,Economical Insurance
80,64,4,8,2,23,2236,Economical Insurance
68,11,42,58,84,98,3310,Belairdirect
13,53,83,89,83,44,1581,The Co-operators
51,79,89,39,98,57,2121,The Personal
76,27,21,27,25,78,1233,The Co-operators
1,38,10,6,78,47,1447,The Co-operators
87,91,85,89,72,39,1572,Intact Insurance
73,30,57,67,52,18,1455,The Co-operators
92,5,49,35,7,97,2063,The Co-operators
52,63,46,57,49,82,2565,Johnson Insurance
2,98,14,20,25,58,1766,The Personal
74,84,98,26,98,27,1737,The Personal
37,49,46,11,50,72,1003,Allstate
51,18,15,9,15,60,2005,Johnson Insurance
76,24,0,43,56,4,2179,Economical Insurance
62,2,87,67,98,45,1606,Johnson Insurance
50,99,27,50,39,31,2117,The Co-operators
21,30,59,90,15,20,1162,Allstate
77,20,10,41,24,61,1745,Belairdirect
62,16,48,52,89,85,1124,Economical Insurance
4,21,72,99,6,11,1321,The Co-operators
56,5,12,11,25,57,3459,Johnson Insurance
2,22,29,58,4,98,2818,The Co-operators
63,25,9,22,39,91,2321,Belairdirect
100,65,17,39,84,80,2395,Economical Insurance
39,74,0,36,46,8,2962,Allstate
29,73,38,12,59,31,2383,Allstate
50,73,29,48,6,38,1039,Allstate
45,86,34,30,26,31,1758,Economical Insurance
26,97,100,36,93,49,2666,Allstate
63,23,36,28,83,68,3206,Economical Insurance
16,91,25,21,38,43,2810,Intact Insurance
95,50,95,52,65,60,2637,Intact Insurance
62,34,82,64,42,33,2733,Belairdirect
71,64,34,3,26,45,3022,Belairdirect
9,97,43,39,13,93,1381,Intact Insurance
15,74,3,76,76,71,2676,Belairdirect
92,46,62,14,37,41,2440,Belairdirect
34,26,51,97,85,41,3404,Belairdirect
13,7,80,17,40,82,3005,Economical Insurance
36,9,44,88,37,52,2374,Intact Insurance
85,25,46,97,73,95,1252,Economical Insurance
82,13,75,86,38,83,3209,Allstate
99,46,43,10,33,81,1802,The Personal
26,63,40,17,52,41,2633,Intact Insurance
46,22,72,31,11,78,2633,The Personal
65,68,90,75,58,31,3446,Johnson Insurance
10,75,69,9,59,47,1139,Intact Insurance
83,1,65,53,29,86,3212,Belairdirect
94,52,38,42,31,48,1701,The Co-operators
59,75,14,65,93,60,3019,Intact Insurance
6,82,54,70,91,46,3324,Intact Insurance
44,26,68,64,44,41,3211,Belairdirect
88,27,61,49,41,90,1140,Allstate
76,34,69,35,36,17,2972,Johnson Insurance
83,97,63,52,95,95,2277,Economical Insurance
4,6,47,28,89,2,2948,Economical Insurance
40,100,24,69,43,52,2111,Intact Insurance
55,64,64,54,19,10,3051,Intact Insurance
14,53,13,97,26,61,1272,Allstate
6,94,90,99,64,78,1260,The Co-operators
50,37,46,57,39,56,1252,Allstate
84,72,23,15,78,72,2250,Economical Insurance
0,50,24,22,32,60,1548,Johnson Insurance
92,36,68,61,29,92,3587,Allstate
54,2,32,59,53,66,3267,Johnson Insurance
31,29,55,22,98,78,2998,Economical Insurance
74,23,35,81,51,63,3091,Economical Insurance
71,20,18,66,31,83,1792,Intact Insurance
84,83,49,68,90,53,2083,The Personal
20,37,38,1,32,78,3213,Allstate
7,65,35,14,88,51,1049,The Personal
37,83,9,95,12,71,3202,Belairdirect
75,44,97,46,92,15,3201,The Co-operators
42,61,15,57,43,0,1668,Economical Insurance
36,18,35,6,20,43,1178,Intact Insurance
87,29,80,14,92,1,1306,Economical Insurance
4,70,57,54,44,26,1590,Johnson Insurance
93,7,14,94,57,52,1717,The Co-operators
86,60,92,9,28,24,2660,Johnson Insurance
43,66,24,9,36,26,2203,The Co-operators
82,37,45,71,72,8,1704,The Co-operators
18,3,33,64,92,28,1654,The Personal
18,75,4,9,57,79,1502,Belairdirect
59,49,100,57,62,91,3264,Intact Insurance
45,11,21,20,74,99,3192,Johnson Insurance
91,7,85,35,0,35,3226,Allstate
8,11,10,94,29,42,1012,The Personal
47,45,82,25,32,10,2399,Allstate
99,73,53,18,40,0,3020,Allstate
31,0,14,81,74,53,1948,The Co-operators
29,38,18,4,41,72,2644,The Personal
76,33,21,84,0,19,2055,Intact Insurance
33,50,25,6,26,38,2998,Intact Insurance
86,69,100,83,16,10,1959,The Personal
11,26,62,72,1,48,3161,Belairdirect
83,0,56,35,53,15,2716,Johnson Insurance
21,74,94,95,24,21,1138,Johnson Insurance
12,42,0,58,32,37,1648,Belairdirect
81,31,23,60,68,25,1430,Belairdirect
12,70,35,80,94,13,1976,Intact Insurance
81,52,27,36,69,31,3144,Belairdirect
18,33,59,85,50,78,1452,Intact Insurance
24,82,2,81,84,41,2476,Johnson Insurance
75,15,84,96,46,85,2705,Belairdirect
24,10,42,18,81,10,1454,Intact Insurance
54,8,78,15,76,17,2236,Economical Insurance
99,85,8,52,81,40,2055,The Personal
50,60,37,73,26,32,2209,Johnson Insurance
87,7,8,92,11,72,2723,Economical Insurance
6,9,9,67,23,0,1022,The Personal
23,57,51,18,81,52,2966,The Co-operators
82,19,81,20,57,94,3094,Belairdirect
47,72,15,16,91,53,3379,Allstate
28,62,23,89,49,24,1821,The Co-operators
88,17,98,25,69,31,2876,Economical Insurance
17,19,40,93,45,3,3326,The Co-operators
88,81,51,9,28,38,3138,Allstate
50,99,16,66,7,26,2501,Economical Insurance
68,82,40,0,55,36,2671,Belairdirect
64,81,50,71,65,31,3168,The Personal
70,84,48,83,79,31,3468,Allstate
1,54,35,77,25,14,3104,Allstate
26,59,49,61,83,3,1811,Allstate
98,68,60,5,79,87,1254,Johnson Insurance
31,87,91,97,50,63,2564,The Co-operators
80,94,62,2,62,12,3088,Intact Insurance
5,91,57,5,68,83,2629,Belairdirect
52,38,4,4,74,35,1164,The Co-operators
55,93,25,94,34,31,1211,Intact Insurance
88,93,42,36,48,21,2125,Belairdirect
72,92,83,41,67,39,1690,Allstate
21,45,93,77,75,48,2696,Belairdirect
33,90,24,28,8,86,1573,Johnson Insurance
87,77,22,32,33,42,2600,The Co-operators
100,79,25,61,6,14,1955,Intact Insurance
70,88,91,83,97,13,2774,Belairdirect
44,46,8,0,66,13,3011,The Personal
13,31,62,74,80,31,2663,Johnson Insurance
27,17,90,34,46,41,2148,Belairdirect
52,34,9,23,89,6,1065,The Co-operators
90,38,33,74,68,21,1646,Intact Insurance
59,32,90,78,33,4,2806,Economical Insurance
78,9,67,6,26,35,1333,Allstate
35,98,58,35,26,37,2301,Intact Insurance
36,90,98,71,64,98,1573,Intact Insurance
13,73,10,8,16,58,1281,Allstate
47,57,12,85,9,10,1301,Allstate
97,15,87,63,57,71,3452,Allstate
77,94,45,25,45,14,3019,Johnson Insurance
86,11,93,63,47,63,3554,Allstate
14,100,2,38,80,94,2846,Johnson Insurance
24,65,51,1,52,63,1836,Allstate
31,58,48,53,50,13,3211,The Co-operators
39,25,98,15,6,46,1886,Belairdirect
20,50,45,45,28,8,3421,Johnson Insurance
94,66,79,24,69,25,3198,Johnson Insurance
33,6,66,12,89,81,1116,The Co-operators
32,66,27,82,49,60,3095,Intact Insurance
62,54,83,16,4,66,1048,Johnson Insurance
4,87,93,9,51,62,1163,Belairdirect
21,86,31,0,4,49,1990,Intact Insurance
46,17,67,64,38,47,3120,The Co-operators
41,53,69,76,81,7,2088,Economical Insurance
50,19,74,4,34,32,2703,The Co-operators
40,1,70,14,70,57,2913,Intact Insurance
51,46,26,70,21,82,1534,Allstate
40,75,12,48,70,51,1893,Belairdirect
50,61,37,86,85,51,1567,The Co-operators
30,53,21,7,76,41,1814,Intact Insurance
60,45,3,38,53,49,1892,The Co-operators
31,16,85,91,90,43,3230,The Co-operators
33,57,13,37,56,18,3367,Intact Insurance
88,23,13,26,83,65,3118,Economical Insurance
49,37,83,34,20,16,2974,Economical Insurance
18,29,21,66,66,31,3252,Johnson Insurance
98,73,33,44,11,9,2579,Belairdirect
68,11,2,59,55,49,1502,Belairdirect
26,29,86,49,91,37,2910,The Co-operators
23,20,42,89,37,82,2886,The Personal
38,2,3,26,15,22,1565,Johnson Insurance
76,68,51,28,33,36,2409,Intact Insurance
35,54,62,57,100,38,1460,Belairdirect
